,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry,Job Title
6621,"1,75,000 - 2,50,000 PA.",2 - 5 yrs, Chinese| cooking| kitchen| Continental Cuisine,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Executive Sous Chef/Chef De Cuisine
6622, Not Disclosed by Recruiter ,1 - 2 yrs, bpo| sales process| auto loan| dealer sales| good | computer | sales executive| car| outbound sales,Retail Sales,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Sales Executive/Officer
6623, Not Disclosed by Recruiter ,5 - 8 yrs, Service desk| solman| SAP Basis| Incident management| Document management| Management| Testing,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant
6624,Openings: 1,12 - 15 Years,ci / cd|System Design|DevOps / SRE,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect
6625, Not Disclosed by Recruiter ,2 - 4 yrs, SAS| Data Management| Data Analytics| Statistics| Analytics| SQL,System Design/Implementation/ERP/CRM,"IT Software - DBA , Datawarehousing","Banking, Financial Services, Broking",Outside Technical Consultant
6626, Not Disclosed by Recruiter ,1 - 3 yrs, SSRS| Database| Developer| SSIS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
6627,"2,00,000 - 7,00,000 PA.",1 - 6 yrs, interviewing| us it recruitment| dice| Scheduling| linkedin| Shortlisting| telephonic| sourcing| interview scheduling,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
6628, Not Disclosed by Recruiter ,7 - 12 yrs, ERP| Team management| Labour laws| Consulting| MEP| M&A| openerp| Software services| Python| Recruitment,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
6630, Not Disclosed by Recruiter ,3 - 5 yrs, Outbound| Windows| Customer Service Executive| Voice process| Basic| Customer Care Executive| Typing speed| HTTP,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
6631, Not Disclosed by Recruiter ,1 - 2 yrs, Administration| Credit Officers| Report Generation| Policies| Analysts| analytical skills| Risk Management,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant
6632, Not Disclosed by Recruiter ,5 - 9 yrs, Computer science| Capacity management| TPM| Drilling| Project management| Technical leadership| Workflow| Customer experience| Application software| Distribution system,Senior Management,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Program Manager
6633,"3,00,000 PA.",0 - 1 yrs, selenium| java| fresher| Placement,Programming & Design,IT Software - Other,"IT-Software, Software Services",System Analyst
6634, Not Disclosed by Recruiter ,0 - 1 yrs, Financial markets| Excel| Banking operations| Focus| Management Trainee| MS Office tools| Business correspondence| Archiving| Powerpoint,Retail/Personal Banking,"Financial Services , Banking , Investments , Insurance","Strategy, Management Consulting Firms",Customer Service Executive
6635, Not Disclosed by Recruiter ,5 - 10 yrs,copa| sap fico| integration| implementation| fi| fico| co| controlling| S4Hana| S4H| S / 4 HANA| central finance,Programming & Design,IT Software - Other,"IT-Software, Software Services",Team Lead/Technical Lead
6636,Not Disclosed by Recruiter,8 - 13 Years,Project Management|Lean Six Sigma|Accounting|Process Excellence|Dmaic|Business Process Management|Senior Management|Management Systems|Leadership Skills|Analytical Skills|Six Sigma Black Belt,Senior Management,"Accounts , Finance , Tax , Company Secretary , Audit",BPO / Call Centre / ITES,Head/VP/GM-Accounts
6637, Not Disclosed by Recruiter ,2 - 4 yrs, asp.net| javascript| sql server| c#| vb.net| asp| .net| vb| troubleshooting skills,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
6639, Not Disclosed by Recruiter ,2 - 5 yrs, XML| SQL| Ajax| Computer science| jQuery| Coding| Sabre| JSON| WCF| Amadeus,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
6640,"8,00,000 - 10,00,000 PA.",8 - 10 yrs, SEO| Digital Marketing| Display Advertising| SEM| Google Analytics| Online Marketing| Google AdWords| PPC| Online Advertising| SMO,Programming & Design,"IT Software - Application Programming , Maintenance","FMCG, Foods, Beverage",Team Lead/Technical Lead
6641,"3,00,000 - 3,50,000 PA.",5 - 8 yrs, System Administration| Networking| Windows Server Administration| Firewall,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","Real Estate, Property",System Administrator
6642,"1,00,000 - 3,50,000 PA.",1 - 6 yrs, area sales| marketing| competitor analysis| sales forecasting| luxury| customer complaints| manpower planning| steward| captain| store manager| Store Incharge| Shift Manager| Restaurant Manager,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Restaurant Manager
6643,"11,00,000 - 15,00,000 PA.",2 - 5 yrs, chartered accountant| revenue recognition| us gaap| advisory services| advisory| client servicing| business development| ifrs| technical training| service delivery| gaap| finance| ca,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Chartered Accountant
6644, Not Disclosed by Recruiter ,5 - 10 yrs, Technical Documentation| technical writing,QA/Testing/Documentation,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Writer
6646,"INR 10,00,000 - 20,00,000 PA.",5 - 10 Years,citrix administrator server|Citrix Administrator|citrix admin server|citrix server|Citrix Presentation Server|Citrix Xenapp|citrix|Citrix Server Administration,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations",IT-Software / Software Services,Associate/Senior Associate -(Technical)
6647, Not Disclosed by Recruiter ,7 - 12 yrs, Manager Finance| Manager Accounts| Account| Accountant,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Chartered Accountant
6648,Openings: 1,1 - 6 Years,Estimation|solving queries|Medical Billing|Counselling|healthcare,"We have an urgent opening for Financial Counselor / Estimates: Service Line Brief Role & Responsibility: Taking effort to convert potential OPD Patient to IPD. Preparing accurate estimations regarding surgeries and other procedures and explaining them to the patients. Co-coordinating with Doctors and Patient. Patient counseling regarding billing, Top Up deposits, TPA activities. Educate patient about payment options & financial Assistance. Maintaining Data for financial Reporting. Co-ordination with Consultants, Nursing staff and Allied services for various patient services. Accurately performs registration process for new and existing customer. Ensure accurate information is given to the patient and relatives and satisfy their Queries. Preparing & Counseling Estimate for Surgical patients. Co-ordinate with billing team for completing daily discharges in the desired TAT. Solving queries and issues of patient in any services. Updating Audit Report. Reporting and escalating issues and daily updates occurring to Manager. Re-counseling. Follow-up with patients. Implementation and Promotion of new packages. NABH training Ensuring proper implementation of rules by staff. Training to the new employees. Perks and Benefits  Open / Bet in Industry Salary: Not Disclosed by Recruiter Industry: Medical / Healthcare / Hospitals Functional Area: Other Employment Type: Full Time, Permanent ","Other Employment Type: Full Time, Permanent",Medical / Healthcare / Hospitals,"We have an urgent opening for Financial Counselor / Estimates: Service Line Brief Role & Responsibility: Taking effort to convert potential OPD Patient to IPD. Preparing accurate estimations regarding surgeries and other procedures and explaining them to the patients. Co-coordinating with Doctors and Patient. Patient counseling regarding billing, Top Up deposits, TPA activities. Educate patient about payment options & financial Assistance. Maintaining Data for financial Reporting. Co-ordination with Consultants, Nursing staff and Allied services for various patient services. Accurately performs registration process for new and existing customer. Ensure accurate information is given to the patient and relatives and satisfy their Queries. Preparing & Counseling Estimate for Surgical patients. Co-ordinate with billing team for completing daily discharges in the desired TAT. Solving queries and issues of patient in any services. Updating Audit Report. Reporting and escalating issues and daily updates occurring to Manager. Re-counseling. Follow-up with patients. Implementation and Promotion of new packages. NABH training Ensuring proper implementation of rules by staff. Training to the new employees. Perks and Benefits  Open / Bet in Industry Salary: Not Disclosed by Recruiter Industry: Medical / Healthcare / Hospitals Functional Area: Other"
6649, Not Disclosed by Recruiter ,0 - 3 yrs, Outbound| Technical support| Night shift| English| process| Technical sales| Service| Sales Executive| Business Executive| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
6650,"7,00,000 - 12,00,000 PA.",7 - 12 yrs, Sales| Store Operations| territory manager| store manager| City Manager| Retail Operations| territory sales manager| Operations| Cluster Manager,Channel Sales,"Sales , Retail , Business Development","Retail, Wholesale",Sales / BD Manager
6651, Not Disclosed by Recruiter ,6 - 11 yrs, PPC Executive| Internet marketing| Project management| SEO| Tools| Analytical| Digital marketing| Social media| Email| PPC,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales/Business Development Manager
6652, Not Disclosed by Recruiter ,4 - 7 yrs, PHP| MySQL| SEO| SAN| Web development| PPC| Healthcare| Machine learning| Analytical| Artificial Intelligence,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
6654,Openings: 1,1 - 3 Years,Unix|PLSQL|Informatica|SQL,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
6655, Not Disclosed by Recruiter ,2 - 7 yrs, b tech| pre sales| b e| new products| vas| market research| mba| presentations| preparation,Corporate Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
6656, Not Disclosed by Recruiter ,4 - 6 yrs, silk performer| load runner| development| performance testing| white box testing| usage| mca| performance test| middleware testing,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
6657, Not Disclosed by Recruiter ,1 - 3 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Creative,"Design , Creative , User Experience","Media, Entertainment, Internet",Graphic Designer
6659, Not Disclosed by Recruiter ,10 - 15 yrs, Project management| EPC| Monitoring| Site management| thermal| Contract management| Turbine| Techno-commercial| Claims| Gas turbine,Project Management,"Site Engineering , Project Management","Oil and Gas, Energy, Power, Infrastructure",Project Manager-Production/Manufacturing/Maintenance
6660,"5,00,000 - 8,50,000 PA.",5 - 7 yrs, Field Sales| Marketing| Business Development Management| Selling| Sales Process,Retail Sales,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager
6661, Not Disclosed by Recruiter ,2 - 6 yrs, html| css| web development| Javascript| ajax| jquery| Angularjs,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
6662, Not Disclosed by Recruiter ,5 - 10 yrs, Digital marketing| MIN| Marketing Executive| Sales Executive,Retail Sales,"Sales , Retail , Business Development","Real Estate, Property",Sales Promotion Manager
6663, Not Disclosed by Recruiter ,3 - 8 yrs, php| lamp| Drupal| jboss| cake php| MySQL| linux| joomla,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
6664, Not Disclosed by Recruiter ,4 - 9 yrs, Display advertising| Google Analytics| Online marketing| Social media| Javascript| Google AdWords| SEM| HTML| SEO| Digital marketing,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Product/Brand Manager
6665,"8,00,000 - 14,00,000 PA.",4 - 8 yrs,j2ee| java| sql server| weblogic| iis| jira| javascript| eclipse ide| agile methodology| scrum| agile development| web services| rdbms| ddl| hibernate| orm| spring framework| junit| jquery| tomcat| cvs| subversion| continuous integration,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Software Developer
6666,"50,000 - 3,00,000 PA.",1 - 5 yrs, services engineer| electrical engineering| Mechanical Engineering,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Production Manager
